date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:29:12	12962/12962	---M--	200	added ('OK')	image/jpeg	etag:%2232a2-5cd2072084fa8%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/royal_m138b_3-300x225.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/royal_m138b_3-300x225.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:17	130956/130956	---M--	200	added ('OK')	image/jpeg	etag:%221ff8c-5cd207211af78%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/royal_m138b_4.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/royal_m138b_4.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:19	67942/67942	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:11%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/m138b/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/m138b/index.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:21	78890/78890	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:12%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/royal/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/royal/index.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:22	98754/98754	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:11%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/mu-bao-hiem-fullface/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/mu-bao-hiem-fullface/index.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:22	7832/7832	---M--	200	added ('OK')	application/json	date:Sun,%2003%20Oct%202021%2015:29:17%20GMT	http://localhost/AnhMinh/wp-json/wp/v2/product/157	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-json/wp/v2/product/157.json	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:29:25	67990/67990	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:19%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/royal-m138b/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/royal-m138b/index.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:25	2578/2578	---M--	200	added ('OK')	application/json	date:Sun,%2003%20Oct%202021%2015:29:22%20GMT	http://localhost/AnhMinh/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FAnhMinh%2Fsan-pham%2Fmu-bao-hiem-bulldog-heli-carbon%2F	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-json/oembed/1.0/embed951e.json	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:29:36	134626/134626	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:21%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/?add_to_wishlist=218&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/indexb1a3.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:38	135994/135994	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:22%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/?add_to_wishlist=28&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/indexc931.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:39	2716/2716	---M--	200	added ('OK')	text/xml	date:Sun,%2003%20Oct%202021%2015:29:36%20GMT	http://localhost/AnhMinh/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FAnhMinh%2Fsan-pham%2Fmu-bao-hiem-bulldog-heli-carbon%2F&format=xml	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-json/oembed/1.0/embed4c89	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:29:41	138632/138632	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:25%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/?add_to_wishlist=176&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/index8446.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:41	138422/138422	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:25%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/?add_to_wishlist=144&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/index1f29.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:54	135705/135705	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:38%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/?add_to_wishlist=121&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/indexf19a.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:55	136266/136266	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:39%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/?add_to_wishlist=104&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/index9b89.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:56	137251/137251	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:29:41%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/?add_to_wishlist=140&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/index0e6a.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-royal-m138b/)
22:29:57	970/970	---M--	200	added ('OK')	application/rss+xml	etag:%22f33384d301c72393fd84dd2e919f24b8%22	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/feed/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/feed/index.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:29:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Oct%202021%2015:29:57%20GMT	http://localhost/AnhMinh/?p=157	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/index5791.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:02	44833/44833	---M--	200	added ('OK')	image/jpeg	etag:%22af21-5cd234c9a1f74%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_1-600x600.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_1-600x600.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:07	70877/70877	---M--	200	added ('OK')	image/jpeg	etag:%22114dd-5cd234c6b427b%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_1.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_1.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:10	47218/47218	---M--	200	added ('OK')	image/jpeg	etag:%22b872-5cd234d636e52%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_2-600x600.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_2-600x600.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:10	141238/141238	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:02%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/?add_to_wishlist=157&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/index62c1.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:11	76223/76223	---M--	200	added ('OK')	image/jpeg	etag:%22129bf-5cd234d4766c7%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_2.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_2.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:12	2826/2826	---M--	200	added ('OK')	image/jpeg	etag:%22b0a-5cd239d18652f%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_pom_1-100x100.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_pom_1-100x100.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:13	3970/3970	---M--	200	added ('OK')	image/jpeg	etag:%22f82-5cd230bf72c77%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/3-4_napoli_n099_1-100x100.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/3-4_napoli_n099_1-100x100.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:13	12438/12438	---M--	200	added ('OK')	image/jpeg	etag:%223096-5cd234d7f2526%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_3-300x300.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_3-300x300.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:15	42558/42558	---M--	200	added ('OK')	image/jpeg	etag:%22a63e-5cd234d807cb2%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_3-600x600.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_3-600x600.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:19	70650/70650	---M--	200	added ('OK')	image/jpeg	etag:%22113fa-5cd234d64876a%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_3.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/3-4_bulldog_heli_carbon_3.jpg	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:24	88669/88669	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:13%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/bulldog/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/bulldog/index.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:25	68142/68142	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:13%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/bulldog-heli-carbon/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/bulldog-heli-carbon/index.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:25	68078/68078	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:16%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/heli-carbon/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/heli-carbon/index.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:30	105078/105078	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:19%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/mu-bao-hiem-3-4/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/mu-bao-hiem-3-4/index.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:30	6690/6690	---M--	200	added ('OK')	application/json	date:Sun,%2003%20Oct%202021%2015:30:25%20GMT	http://localhost/AnhMinh/wp-json/wp/v2/product/315	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-json/wp/v2/product/315.json	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:30:44	142642/142642	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:25%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/?add_to_wishlist=148&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/index46a6.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:44	142608/142608	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:25%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/?add_to_wishlist=130&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/index15f0.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:48	142944/142944	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:30%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/?add_to_wishlist=189&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/index4b28.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:48	145631/145631	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:30%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/?add_to_wishlist=163&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/indexb9e4.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:30:49	2487/2487	---M--	200	added ('OK')	application/json	date:Sun,%2003%20Oct%202021%2015:30:44%20GMT	http://localhost/AnhMinh/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FAnhMinh%2Fsan-pham%2Fbalo-chien-thuat-3d%2F	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-json/oembed/1.0/embede1fc.json	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:30:53	2622/2622	---M--	200	added ('OK')	text/xml	date:Sun,%2003%20Oct%202021%2015:30:48%20GMT	http://localhost/AnhMinh/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FAnhMinh%2Fsan-pham%2Fbalo-chien-thuat-3d%2F&format=xml	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-json/oembed/1.0/embed166e	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:30:58	144075/144075	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:44%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/?add_to_wishlist=104&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/index9b89.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:31:05	145626/145626	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:48%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/?add_to_wishlist=114&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/index8cf4.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:31:06	141436/141436	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:49%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/?add_to_wishlist=144&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/index1f29.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:31:07	933/933	---M--	200	added ('OK')	application/rss+xml	etag:%22f33384d301c72393fd84dd2e919f24b8%22	http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/feed/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/balo-chien-thuat-3d/feed/index.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:07	143918/143918	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:30:53%20GMT	http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/?add_to_wishlist=121&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/indexf19a.html	(from http://localhost/AnhMinh/san-pham/mu-bao-hiem-bulldog-heli-carbon/)
22:31:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Oct%202021%2015:31:07%20GMT	http://localhost/AnhMinh/?p=315	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/index7d3e.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:09	29821/29821	---M--	200	added ('OK')	image/jpeg	etag:%22747d-5cd3207ba0e43%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_3.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_3.jpg	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:09	19201/19201	---M--	200	added ('OK')	image/jpeg	etag:%224b01-5cd3208fa2d81%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_2.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_2.jpg	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:13	13410/13410	---M--	200	added ('OK')	image/jpeg	etag:%223462-5cd32090c7a74%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_2-300x300.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_2-300x300.jpg	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:18	116527/116527	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:31:08%20GMT	http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/?add_to_wishlist=315&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/balo-chien-thuat-3d/indexef9b.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:19	2692/2692	---M--	200	added ('OK')	image/jpeg	etag:%22a84-5cd363735e42f%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/balo_3p_1-100x100.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/balo_3p_1-100x100.jpg	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:20	30482/30482	---M--	200	added ('OK')	image/jpeg	etag:%227712-5cd320921ea58%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_4-300x300.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_4-300x300.jpg	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:22	26979/26979	---M--	200	added ('OK')	image/jpeg	etag:%226963-5cd32091e2a01%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_4-300x262.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_4-300x262.jpg	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:23	79059/79059	---M--	200	added ('OK')	image/jpeg	etag:%22134d3-5cd320922ff98%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_4-600x524.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_4-600x524.jpg	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:27	67561/67561	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:31:20%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/3d/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/3d/index.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:31	117915/117915	---M--	200	added ('OK')	image/jpeg	etag:%221cc9b-5cd32090d1f48%22	http://localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_4.jpg	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-content/uploads/2021/09/balo_3d_4.jpg	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:31	67601/67601	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:31:23%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/balo-3d/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/balo-3d/index.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:33	92647/92647	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:31:23%20GMT	http://localhost/AnhMinh/tu-khoa-san-pham/balo/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/tu-khoa-san-pham/balo/index.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:34	2798/2798	---M--	200	added ('OK')	application/json	date:Sun,%2003%20Oct%202021%2015:31:31%20GMT	http://localhost/AnhMinh/wp-json/wp/v2/product/402	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-json/wp/v2/product/402.json	(from http://localhost/AnhMinh/san-pham/balo-pupg/)
22:31:40	116527/116527	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:31:28%20GMT	http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/?add_to_wishlist=392&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/balo-chien-thuat-3d/index2ee2.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:43	2409/2409	---M--	200	added ('OK')	application/json	date:Sun,%2003%20Oct%202021%2015:31:40%20GMT	http://localhost/AnhMinh/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FAnhMinh%2Fsan-pham%2Fbalo-pupg%2F	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-json/oembed/1.0/embed18a4.json	(from http://localhost/AnhMinh/san-pham/balo-pupg/)
22:31:44	116527/116527	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:31:31%20GMT	http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/?add_to_wishlist=402&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/balo-chien-thuat-3d/index19c7.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:48	116527/116527	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:31:33%20GMT	http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/?add_to_wishlist=321&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/balo-chien-thuat-3d/indexe865.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:48	2532/2532	---M--	200	added ('OK')	text/xml	date:Sun,%2003%20Oct%202021%2015:31:44%20GMT	http://localhost/AnhMinh/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FAnhMinh%2Fsan-pham%2Fbalo-pupg%2F&format=xml	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/wp-json/oembed/1.0/embed04e1	(from http://localhost/AnhMinh/san-pham/balo-pupg/)
22:31:48	116528/116528	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:31:34%20GMT	http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/?add_to_wishlist=397&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/balo-chien-thuat-3d/index12d7.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
22:31:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Oct%202021%2015:31:48%20GMT	http://localhost/AnhMinh/?p=402	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/index2e64.html	(from http://localhost/AnhMinh/san-pham/balo-pupg/)
22:31:51	899/899	---M--	200	added ('OK')	application/rss+xml	etag:%22f33384d301c72393fd84dd2e919f24b8%22	http://localhost/AnhMinh/san-pham/balo-pupg/feed/	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/balo-pupg/feed/index.html	(from http://localhost/AnhMinh/san-pham/balo-pupg/)
22:31:53	116528/116528	---MC-	200	added ('OK')	text/html	date:Sun,%2003%20Oct%202021%2015:31:44%20GMT	http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/?add_to_wishlist=326&_wpnonce=0ba9cb1b0b	C:/My%20Web%20Sites/helmetbro/localhost/AnhMinh/san-pham/balo-chien-thuat-3d/indexac7c.html	(from http://localhost/AnhMinh/san-pham/balo-chien-thuat-3d/)
